trigger_id,triggered_at,month,source_connection_id,trigger_source,tap_type_id,object_id,object_name,object_path,entity_key,classified_domain,blast_radius,dependent_count,outcome
TRG000035,2026-02-19T15:08:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0033,fct_throughput,models/marts/rcm/fct_throughput.sql,Aetna|CO-16,rcm.denials,low,1,suppressed_dedupe
TRG000036,2026-02-19T09:22:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0032,fct_remittances,models/marts/rcm/fct_remittances.sql,Medicaid MI|CO-45,rcm.denials,medium,11,tap_generated
TRG000037,2026-02-05T10:33:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0050,fct_census,models/marts/rcm/fct_census.sql,Priority Health|CO-45,rcm.denials,low,3,tap_generated
TRG000038,2026-02-09T15:25:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0046,fct_measures,models/marts/rcm/fct_measures.sql,UnitedHealthcare|CO-45,rcm.denials,low,3,suppressed_dedupe
TRG000039,2026-02-10T11:12:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0049,fct_coverage,models/marts/rcm/fct_coverage.sql,BCBS Michigan|CO-45,rcm.denials,high,34,suppressed_dedupe
TRG000040,2026-02-10T08:29:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0037,fct_facilities,models/marts/rcm/fct_facilities.sql,Medicare Part A|CO-16,rcm.denials,medium,15,suppressed_dedupe
TRG000041,2026-02-15T09:40:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0041,fct_service_lines,models/marts/rcm/fct_service_lines.sql,Molina|CO-16,rcm.denials,medium,19,suppressed_dedupe
TRG000042,2026-02-05T15:52:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0051,fct_balances,models/marts/rcm/fct_balances.sql,Molina|CO-45,rcm.denials,low,4,tap_generated
TRG000043,2026-02-15T16:01:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0048,fct_denials,models/marts/rcm/fct_denials.sql,Tricare|CO-45,rcm.denials,low,3,tap_generated
TRG000044,2026-02-13T14:06:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0039,fct_providers,models/marts/rcm/fct_providers.sql,BCBS Michigan|CO-45,rcm.denials,low,1,suppressed_dedupe
TRG000045,2026-02-14T16:42:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0043,fct_encounters,models/marts/rcm/fct_encounters.sql,UnitedHealthcare|CO-16,rcm.denials,medium,11,suppressed_dedupe
TRG000046,2026-02-12T11:46:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0047,fct_aging,models/marts/rcm/fct_aging.sql,Aetna|CO-50,rcm.denials,high,34,tap_generated
TRG000047,2026-02-22T16:36:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0029,fct_numerators,models/marts/rcm/fct_numerators.sql,UnitedHealthcare|CO-50,rcm.denials,low,4,tap_generated
TRG000048,2026-02-05T15:22:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0049,fct_coverage,models/marts/rcm/fct_coverage.sql,Molina|CO-97,rcm.denials,high,34,suppressed_dedupe
TRG000049,2026-02-13T15:39:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0038,fct_eligibility,models/marts/rcm/fct_eligibility.sql,Medicaid MI|CO-45,rcm.denials,low,3,suppressed_dedupe
TRG000050,2026-02-12T15:56:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0047,fct_aging,models/marts/rcm/fct_aging.sql,Medicaid MI|CO-16,rcm.denials,high,34,suppressed_dedupe
TRG000051,2026-02-03T17:57:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0033,fct_throughput,models/marts/rcm/fct_throughput.sql,BCBS Michigan|CO-97,rcm.denials,low,1,suppressed_dedupe
TRG000052,2026-02-23T16:00:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0044,fct_appointments,models/marts/rcm/fct_appointments.sql,BCBS Michigan|CO-50,rcm.denials,low,0,suppressed_rate_limit
TRG000053,2026-02-24T10:51:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0050,fct_census,models/marts/rcm/fct_census.sql,Cigna|CO-50,rcm.denials,low,3,tap_generated
TRG000054,2026-02-05T09:07:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0048,fct_denials,models/marts/rcm/fct_denials.sql,Humana|CO-50,rcm.denials,low,3,tap_generated
TRG000055,2026-02-06T13:03:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0035,fct_charges,models/marts/rcm/fct_charges.sql,Medicare Part A|CO-50,rcm.denials,medium,19,tap_generated
TRG000056,2026-02-16T16:23:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0031,fct_adjustments,models/marts/rcm/fct_adjustments.sql,UnitedHealthcare|CO-50,rcm.denials,low,2,suppressed_dedupe
TRG000057,2026-02-05T16:39:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0046,fct_measures,models/marts/rcm/fct_measures.sql,Medicaid MI|CO-50,rcm.denials,low,3,tap_generated
TRG000058,2026-02-24T14:08:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0036,fct_diagnoses,models/marts/rcm/fct_diagnoses.sql,Humana|CO-50,rcm.denials,low,0,suppressed_dedupe
TRG000059,2026-02-26T10:23:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0037,fct_facilities,models/marts/rcm/fct_facilities.sql,Tricare|CO-45,rcm.denials,medium,15,suppressed_dedupe
TRG000060,2026-02-06T09:20:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0049,fct_coverage,models/marts/rcm/fct_coverage.sql,Priority Health|CO-50,rcm.denials,high,34,tap_generated
TRG000061,2026-02-26T15:39:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0044,fct_appointments,models/marts/rcm/fct_appointments.sql,Molina|CO-50,rcm.denials,low,0,tap_generated
TRG000062,2026-02-25T17:57:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0034,fct_writeoffs,models/marts/rcm/fct_writeoffs.sql,Tricare|CO-50,rcm.denials,high,34,tap_generated
TRG000063,2026-02-05T12:36:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0047,fct_aging,models/marts/rcm/fct_aging.sql,Aetna|PR-1,rcm.denials,high,34,tap_generated
TRG000064,2026-02-06T17:08:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0046,fct_measures,models/marts/rcm/fct_measures.sql,UnitedHealthcare|PR-1,rcm.denials,low,3,tap_generated
TRG000065,2026-02-08T13:42:00,2026-02,SRC001,anomaly,denial_reason_classification,OBJ0051,fct_balances,models/marts/rcm/fct_balances.sql,BCBS Michigan|PR-1,rcm.denials,low,4,tap_generated
TRG000066,2026-02-25T12:41:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0146,write_off_pct,models/marts/core/_core_schema.yml,Cardiology|0,rcm.coding,low,4,tap_generated
TRG000067,2026-02-05T11:58:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0148,encounters_per_provider_day,models/marts/core/_core_schema.yml,Cardiology|0,rcm.coding,high,31,suppressed_dedupe
TRG000068,2026-02-23T16:30:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0146,write_off_pct,models/marts/core/_core_schema.yml,Orthopedics|0,rcm.coding,low,4,tap_generated
TRG000069,2026-02-27T09:00:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,Cardiology|0,rcm.coding,low,2,suppressed_dedupe
TRG000070,2026-02-05T13:57:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0145,coding_accuracy_rate,models/marts/core/_core_schema.yml,Orthopedics|0,rcm.coding,high,31,suppressed_dedupe
TRG000071,2026-02-03T10:26:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,Oncology|0,rcm.coding,low,2,tap_generated
TRG000072,2026-02-27T11:48:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0147,payer_mix_commercial,models/marts/core/_core_schema.yml,General Surgery|0,rcm.coding,high,31,suppressed_rate_limit
TRG000073,2026-02-15T10:54:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0146,write_off_pct,models/marts/core/_core_schema.yml,General Surgery|0,rcm.coding,low,4,tap_generated
TRG000074,2026-02-02T12:28:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0149,observation_conversion_rate,models/marts/core/_core_schema.yml,Oncology|0,rcm.coding,high,31,suppressed_dedupe
TRG000075,2026-02-25T14:45:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0147,payer_mix_commercial,models/marts/core/_core_schema.yml,Cardiology|0,rcm.coding,high,31,suppressed_dedupe
TRG000076,2026-02-02T12:36:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0145,coding_accuracy_rate,models/marts/core/_core_schema.yml,Cardiology|0,rcm.coding,high,31,suppressed_dedupe
TRG000077,2026-02-14T15:42:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0147,payer_mix_commercial,models/marts/core/_core_schema.yml,Neurology|0,rcm.coding,high,31,tap_generated
TRG000078,2026-02-07T15:45:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0145,coding_accuracy_rate,models/marts/core/_core_schema.yml,Orthopedics|0,rcm.coding,high,31,suppressed_dedupe
TRG000079,2026-02-01T11:29:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0148,encounters_per_provider_day,models/marts/core/_core_schema.yml,Neurology|0,rcm.coding,high,31,suppressed_dedupe
TRG000080,2026-02-03T16:26:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0148,encounters_per_provider_day,models/marts/core/_core_schema.yml,Cardiology|0,rcm.coding,high,31,suppressed_dedupe
TRG000081,2026-02-22T16:35:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0146,write_off_pct,models/marts/core/_core_schema.yml,OB/GYN|0,rcm.coding,low,4,tap_generated
TRG000082,2026-02-03T10:48:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0149,observation_conversion_rate,models/marts/core/_core_schema.yml,Emergency|0,rcm.coding,high,31,tap_generated
TRG000083,2026-02-17T12:25:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0146,write_off_pct,models/marts/core/_core_schema.yml,Behavioral Health|0,rcm.coding,low,4,tap_generated
TRG000084,2026-02-18T07:08:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0147,payer_mix_commercial,models/marts/core/_core_schema.yml,Endocrinology|0,rcm.coding,high,31,tap_generated
TRG000085,2026-02-20T11:17:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0146,write_off_pct,models/marts/core/_core_schema.yml,Pulmonology|0,rcm.coding,low,4,tap_generated
TRG000086,2026-02-06T13:12:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0148,encounters_per_provider_day,models/marts/core/_core_schema.yml,Cardiology|1,rcm.coding,high,31,tap_generated
TRG000087,2026-02-27T12:25:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,Orthopedics|1,rcm.coding,low,2,tap_generated
TRG000088,2026-02-25T14:13:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0145,coding_accuracy_rate,models/marts/core/_core_schema.yml,Behavioral Health|0,rcm.coding,high,31,suppressed_dedupe
TRG000089,2026-02-07T12:54:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0145,coding_accuracy_rate,models/marts/core/_core_schema.yml,Oncology|1,rcm.coding,high,31,tap_generated
TRG000090,2026-02-22T16:55:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,General Surgery|1,rcm.coding,low,2,tap_generated
TRG000091,2026-02-26T14:00:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0147,payer_mix_commercial,models/marts/core/_core_schema.yml,Oncology|0,rcm.coding,high,31,suppressed_dedupe
TRG000092,2026-02-22T17:52:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0148,encounters_per_provider_day,models/marts/core/_core_schema.yml,Neurology|1,rcm.coding,high,31,tap_generated
TRG000093,2026-02-19T12:00:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0148,encounters_per_provider_day,models/marts/core/_core_schema.yml,OB/GYN|1,rcm.coding,high,31,tap_generated
TRG000094,2026-02-19T13:13:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0147,payer_mix_commercial,models/marts/core/_core_schema.yml,Emergency|1,rcm.coding,high,31,tap_generated
TRG000095,2026-02-15T10:52:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0145,coding_accuracy_rate,models/marts/core/_core_schema.yml,Behavioral Health|0,rcm.coding,high,31,suppressed_dedupe
TRG000096,2026-02-14T17:36:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0149,observation_conversion_rate,models/marts/core/_core_schema.yml,Endocrinology|0,rcm.coding,high,31,suppressed_dedupe
TRG000097,2026-02-28T07:08:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0148,encounters_per_provider_day,models/marts/core/_core_schema.yml,Behavioral Health|1,rcm.coding,high,31,suppressed_low_confidence
TRG000098,2026-02-18T16:00:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0146,write_off_pct,models/marts/core/_core_schema.yml,Endocrinology|1,rcm.coding,low,4,tap_generated
TRG000099,2026-02-07T15:15:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0145,coding_accuracy_rate,models/marts/core/_core_schema.yml,Orthopedics|0,rcm.coding,high,31,suppressed_dedupe
TRG000100,2026-02-24T15:50:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,Pulmonology|1,rcm.coding,low,2,tap_generated
TRG000101,2026-02-24T15:04:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,Cardiology|2,rcm.coding,low,2,tap_generated
TRG000102,2026-02-12T09:56:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0149,observation_conversion_rate,models/marts/core/_core_schema.yml,Emergency|0,rcm.coding,high,31,suppressed_dedupe
TRG000103,2026-02-26T16:09:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,Orthopedics|1,rcm.coding,low,2,suppressed_dedupe
TRG000104,2026-02-10T16:15:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0147,payer_mix_commercial,models/marts/core/_core_schema.yml,Orthopedics|2,rcm.coding,high,31,tap_generated
TRG000105,2026-02-06T16:27:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0145,coding_accuracy_rate,models/marts/core/_core_schema.yml,Oncology|2,rcm.coding,high,31,tap_generated
TRG000106,2026-02-09T09:44:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0147,payer_mix_commercial,models/marts/core/_core_schema.yml,General Surgery|2,rcm.coding,high,31,tap_generated
TRG000107,2026-02-02T14:08:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0147,payer_mix_commercial,models/marts/core/_core_schema.yml,Behavioral Health|0,rcm.coding,high,31,suppressed_dedupe
TRG000108,2026-02-07T16:57:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0145,coding_accuracy_rate,models/marts/core/_core_schema.yml,Neurology|2,rcm.coding,high,31,tap_generated
TRG000109,2026-02-05T14:27:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0149,observation_conversion_rate,models/marts/core/_core_schema.yml,General Surgery|1,rcm.coding,high,31,suppressed_dedupe
TRG000110,2026-02-10T16:34:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0149,observation_conversion_rate,models/marts/core/_core_schema.yml,OB/GYN|2,rcm.coding,high,31,tap_generated
TRG000111,2026-02-27T16:50:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,Emergency|2,rcm.coding,low,2,tap_generated
TRG000112,2026-02-07T11:13:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0149,observation_conversion_rate,models/marts/core/_core_schema.yml,Cardiology|2,rcm.coding,high,31,suppressed_dedupe
TRG000113,2026-02-10T15:39:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,Cardiology|0,rcm.coding,low,2,suppressed_dedupe
TRG000114,2026-02-19T11:06:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0146,write_off_pct,models/marts/core/_core_schema.yml,Behavioral Health|2,rcm.coding,low,4,tap_generated
TRG000115,2026-02-12T15:05:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0146,write_off_pct,models/marts/core/_core_schema.yml,General Surgery|0,rcm.coding,low,4,suppressed_dedupe
TRG000116,2026-02-27T08:22:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0146,write_off_pct,models/marts/core/_core_schema.yml,Cardiology|1,rcm.coding,low,4,suppressed_dedupe
TRG000117,2026-02-18T15:33:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0145,coding_accuracy_rate,models/marts/core/_core_schema.yml,Endocrinology|2,rcm.coding,high,31,tap_generated
TRG000118,2026-02-19T14:16:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,Pulmonology|2,rcm.coding,low,2,tap_generated
TRG000119,2026-02-15T18:31:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,Cardiology|3,rcm.coding,low,2,tap_generated
TRG000120,2026-02-01T14:25:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0148,encounters_per_provider_day,models/marts/core/_core_schema.yml,Cardiology|2,rcm.coding,high,31,suppressed_dedupe
TRG000121,2026-02-24T18:57:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0148,encounters_per_provider_day,models/marts/core/_core_schema.yml,Emergency|0,rcm.coding,high,31,suppressed_dedupe
TRG000122,2026-02-20T10:05:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0146,write_off_pct,models/marts/core/_core_schema.yml,Endocrinology|1,rcm.coding,low,4,suppressed_dedupe
TRG000123,2026-02-01T09:09:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,Behavioral Health|0,rcm.coding,low,2,suppressed_dedupe
TRG000124,2026-02-18T07:19:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,Orthopedics|2,rcm.coding,low,2,suppressed_dedupe
TRG000125,2026-02-07T07:38:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,Orthopedics|3,rcm.coding,low,2,tap_generated
TRG000126,2026-02-28T15:19:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0147,payer_mix_commercial,models/marts/core/_core_schema.yml,Oncology|3,rcm.coding,high,31,tap_generated
TRG000127,2026-02-27T09:23:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0147,payer_mix_commercial,models/marts/core/_core_schema.yml,General Surgery|3,rcm.coding,high,31,tap_generated
TRG000128,2026-02-17T10:36:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0146,write_off_pct,models/marts/core/_core_schema.yml,Neurology|3,rcm.coding,low,4,tap_generated
TRG000129,2026-02-06T14:10:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,OB/GYN|3,rcm.coding,low,2,tap_generated
TRG000130,2026-02-03T15:17:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0144,charge_lag_days,models/marts/core/_core_schema.yml,Emergency|3,rcm.coding,low,2,tap_generated
TRG000131,2026-02-27T13:25:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0146,write_off_pct,models/marts/core/_core_schema.yml,Behavioral Health|3,rcm.coding,low,4,tap_generated
TRG000132,2026-02-09T11:31:00,2026-02,SRC001,anomaly,charge_capture_variance,OBJ0149,observation_conversion_rate,models/marts/core/_core_schema.yml,Endocrinology|3,rcm.coding,high,31,tap_generated
